序号      通道号         到达时间         幅度         持续时间(uS)   上升时间(uS)   振铃计数   上升计数   能量(mV*mS)     RMS(mV)      ASL(dB)         撞击数   撞击速率   质心频率 峰值频率   
165	     1	    406.8823110	   37.54	    17116.33	      457.67	   562	    23	       90.14	        6.73	   34.43	   110	      0.88	215726	115722	
166	     1	    406.9606083	   35.71	     6320.67	      105.00	   161	    14	       31.29	        6.22	   33.90	   111	      0.88	195127	  2197	
167	     1	    407.7616813	   81.18	    28059.33	      473.67	   864	    13	      162.19	        8.03	   35.24	   112	      0.88	188476	133300	
168	     2	    407.7683823	   37.54	     9045.67	      298.00	   178	    30	       29.71	        4.98	   30.35	    27	      0.21	230170	 72509	
169	     1	    407.7938123	   32.65	    18797.00	       66.33	   564	    10	      102.33	        6.90	   34.72	   113	      0.88	213191	  2197	
170	     2	    407.9282260	   30.52	     9561.00	      497.67	   129	    32	       23.58	        3.55	   27.89	    28	      0.21	278816	102539	
171	     1	    408.4546563	   56.76	    30223.67	      425.67	   789	    21	      152.65	        6.57	   34.07	   114	      0.88	205428	  2197	
172	     4	    408.5343886	   33.57	     1390.67	      178.67	    63	    14	        6.86	        6.33	   33.87	     3	      0.12	218086	 55664	
173	     2	    408.5350323	   77.21	     9557.67	        2.00	   320	     1	       44.94	        8.06	   33.46	    29	      0.21	189575	177978	
174	     2	    408.6882633	   38.45	     4188.00	      246.67	   122	    26	       18.20	        6.07	   32.77	    30	      0.21	235409	 85693	
175	     1	    408.6893373	   40.89	    20884.00	        9.00	   477	     2	      102.41	        6.08	   33.82	   115	      0.88	174835	  2197	
176	     1	    408.8808026	   32.04	    94594.33	       31.00	  2873	     5	      534.08	        7.96	   35.04	   116	      0.88	189858	  2197	
177	     2	    409.4283043	   56.76	    10935.00	       25.00	   253	     3	       41.69	        6.16	   31.65	    31	      0.21	193881	 76171	
178	     2	    409.6823983	   58.90	     8875.00	      399.00	   239	    29	       36.27	        6.71	   32.25	    32	      0.21	209474	 66650	
179	     1	    409.9644996	   81.79	    76392.33	      122.67	  2554	    16	      437.86	        7.94	   35.17	   117	      0.88	193521	119384	
180	     1	    410.3581566	   47.00	    45860.33	       93.00	  1506	    13	      271.19	        8.62	   35.44	   118	      0.88	164886	  2197	
181	     1	    410.4531516	   39.06	    23564.33	      205.67	   892	    24	      134.80	        7.24	   35.15	   119	      0.88	190884	  2197	
182	     1	    410.8638996	   36.93	    91298.33	       73.33	  3073	    10	      512.86	        7.80	   34.99	   120	      0.88	186863	117919	
183	     2	    411.1757906	   36.32	     3189.00	      463.33	   124	     8	       15.96	        6.93	   33.99	    33	      0.21	235593	 80566	
