6	69866	73169	-897	69866.056	73418.229	-936.7	0.128
10	69866	73169	-897	69687.719	73391.821	-972.921	0.133
9	69866	73169	-897	69752.3	73617.2	-1003.8	0.21
10	69685	73239	-932	69687.719	73391.821	-972.921	0.762
19	69685	73239	-932	69688.277	73169.306	-950	0.78
7	69685	73239	-932	69866.482	73221.563	-908.5	0.785
6	69685	73239	-932	69866.056	73418.229	-936.7	0.799
9	69685	73239	-932	69752.3	73617.2	-1003.8	0.879
5	69685	73239	-932	70238.6	73671.7	-911.2	0.879
10	69684	73390	-973	69687.719	73391.821	-972.921	0.046
7	69684	73390	-973	69866.482	73221.563	-908.5	0.077
6	69684	73390	-973	69866.056	73418.229	-936.7	0.093
